accuracy,previous_score,avg_time,difficulty_level,topic_accuracy,next_score,competency
40.81,57.41,64.0,2,23.36,33.49,Beginner
52.56,62.0,53.5,3,50.27,57.04,Beginner
81.77,90.93,39.2,1,85.27,77.37,Intermediate
97.69,86.59,75.3,2,100.0,99.12,Advanced
90.86,96.98,46.9,3,92.72,94.13,Advanced
50.22,49.8,25.3,2,56.16,54.58,Beginner
37.61,33.2,14.0,2,24.04,45.74,Beginner
62.82,64.16,80.2,2,65.19,58.52,Intermediate
24.63,32.19,67.3,2,26.0,33.13,Beginner
66.46,70.47,56.8,2,69.24,66.51,Intermediate
57.05,50.02,46.2,3,57.92,63.68,Intermediate
50.68,56.62,44.4,2,35.4,60.37,Beginner
28.11,23.01,33.5,3,12.29,28.51,Beginner
70.27,72.01,46.4,2,43.7,70.96,Intermediate
49.35,46.92,12.6,1,59.16,50.69,Beginner
36.6,34.85,40.3,2,46.53,38.59,Beginner
5.0,11.13,48.8,2,15.12,18.0,Beginner
59.45,51.13,67.2,2,63.13,58.37,Beginner
95.45,100.0,54.2,1,69.85,90.48,Intermediate
93.23,78.66,70.9,1,80.9,87.51,Intermediate
50.86,46.08,82.0,1,52.9,59.34,Beginner
47.96,50.92,76.2,1,49.58,47.16,Beginner
69.38,74.05,64.4,2,66.7,74.59,Intermediate
40.03,39.23,55.2,1,44.46,54.68,Beginner
66.04,65.58,35.4,3,66.18,70.3,Intermediate
75.32,78.61,69.8,1,76.77,81.97,Intermediate
84.54,82.69,88.6,1,76.87,93.8,Intermediate
58.0,69.14,61.8,2,69.78,67.52,Intermediate
55.93,62.64,93.3,1,50.76,57.35,Beginner
42.44,49.42,24.5,3,26.47,52.9,Beginner
43.46,35.73,31.9,1,34.21,38.26,Beginner
55.47,54.84,72.1,2,51.29,54.35,Beginner
67.35,64.94,60.3,3,79.28,68.33,Intermediate
78.27,70.23,81.3,2,77.76,93.45,Intermediate
43.94,46.82,54.7,1,41.7,41.55,Beginner
89.85,85.55,37.6,2,74.87,85.7,Intermediate
54.58,59.82,50.7,2,64.0,51.95,Beginner
59.57,51.01,24.3,3,51.75,68.17,Intermediate
45.06,58.81,32.4,3,43.86,52.31,Beginner
11.52,4.34,74.4,1,29.28,23.11,Beginner
77.68,79.44,72.5,3,83.79,85.49,Intermediate
74.74,81.07,62.3,1,55.2,66.48,Intermediate
54.37,49.81,20.6,1,33.14,51.18,Beginner
61.34,68.16,47.8,3,60.57,74.62,Intermediate
70.32,60.49,30.5,1,55.77,69.47,Intermediate
28.75,40.37,78.5,1,36.53,39.57,Beginner
49.42,49.53,43.3,1,49.93,50.57,Beginner
75.89,71.11,33.3,2,77.87,72.01,Intermediate
34.91,32.52,55.6,2,26.43,38.3,Beginner
65.87,72.34,42.2,2,86.77,62.79,Intermediate
32.87,28.19,84.7,1,66.98,32.85,Beginner
69.33,63.33,40.3,2,65.99,72.99,Intermediate
59.29,57.51,27.0,3,63.52,67.61,Intermediate
27.7,18.28,11.9,3,28.87,25.94,Beginner
83.29,97.86,54.4,1,80.18,82.53,Intermediate
45.31,40.78,43.8,3,35.32,48.16,Beginner
43.79,50.45,26.4,2,30.78,44.4,Beginner
64.01,65.69,78.8,1,50.38,65.69,Beginner
82.97,75.1,68.3,1,87.84,79.03,Intermediate
39.68,39.64,54.4,1,33.45,50.8,Beginner
61.23,67.51,82.3,2,30.29,71.46,Beginner
68.58,67.07,68.3,1,73.91,76.18,Intermediate
73.86,83.41,38.5,2,73.4,72.98,Intermediate
63.53,71.7,34.2,1,79.69,58.67,Intermediate
52.66,60.01,71.4,3,57.14,58.94,Beginner
43.45,39.77,62.9,1,25.7,45.07,Beginner
61.72,53.08,58.4,3,34.97,63.13,Beginner
38.56,33.65,38.1,3,29.92,38.42,Beginner
5.0,6.57,67.2,1,0.0,10.35,Beginner
68.73,73.1,39.9,2,80.05,68.81,Intermediate
78.08,60.71,53.0,1,77.97,81.96,Intermediate
12.74,12.68,83.9,3,26.35,25.71,Beginner
39.81,41.07,41.8,2,23.91,51.23,Beginner
72.38,70.16,23.5,1,83.97,65.04,Intermediate
99.0,100.0,33.9,1,100.0,99.49,Advanced
60.42,63.79,74.9,2,36.2,59.22,Beginner
45.44,55.92,60.1,3,61.31,44.48,Beginner
56.34,54.61,52.4,2,57.46,57.26,Beginner
87.5,95.0,44.8,3,92.2,96.91,Advanced
47.08,60.16,64.7,2,36.7,49.08,Beginner
44.02,54.51,38.0,1,59.32,55.89,Beginner
50.35,41.61,61.1,3,36.11,59.61,Beginner
40.93,38.9,40.4,1,50.92,41.29,Beginner
62.45,59.69,37.0,3,72.3,74.42,Intermediate
92.49,96.41,42.3,2,80.8,95.77,Intermediate
66.46,71.95,47.5,1,90.26,61.55,Intermediate
54.95,48.24,54.0,2,57.73,69.71,Beginner
54.16,54.71,59.7,3,62.01,61.39,Intermediate
28.74,12.58,10.0,3,10.41,36.55,Beginner
77.66,89.2,38.8,1,100.0,72.32,Intermediate
58.44,54.34,47.2,1,43.75,66.85,Beginner
56.39,56.84,85.1,2,68.69,62.98,Beginner
99.0,96.52,33.4,2,87.06,100.0,Advanced
65.98,75.14,58.3,2,58.55,65.65,Intermediate
44.96,22.26,84.9,1,54.43,52.37,Beginner
51.47,51.34,28.7,3,63.8,62.83,Intermediate
82.97,82.12,62.9,2,67.71,80.32,Intermediate
62.27,58.64,39.0,3,75.35,58.78,Intermediate
31.23,45.04,44.9,2,43.77,40.22,Beginner
78.38,71.29,38.9,2,67.13,70.67,Intermediate
46.64,52.81,40.4,3,65.82,53.82,Beginner
97.47,100.0,109.4,2,79.98,91.99,Intermediate
81.6,91.69,71.9,3,74.1,92.38,Intermediate
51.05,45.72,77.0,3,56.8,54.61,Beginner
85.62,79.76,64.8,2,75.38,93.41,Intermediate
61.36,70.13,22.9,2,64.52,61.36,Intermediate
77.06,80.46,62.9,1,79.95,82.89,Intermediate
69.69,57.34,76.5,1,67.45,82.48,Intermediate
43.07,38.76,37.9,1,53.06,39.22,Beginner
47.13,50.22,74.3,1,44.39,51.11,Beginner
80.6,87.3,69.1,1,83.38,96.64,Intermediate
53.3,47.87,92.0,1,67.06,55.44,Beginner
51.93,28.61,46.6,2,61.42,56.14,Beginner
40.9,45.08,33.0,2,50.33,50.36,Beginner
68.47,58.71,47.8,1,54.68,69.24,Intermediate
99.0,82.86,83.7,1,100.0,86.84,Intermediate
38.65,15.99,18.4,2,28.11,50.35,Beginner
60.48,67.0,13.6,2,45.11,51.63,Intermediate
88.24,89.27,56.8,2,87.38,86.68,Intermediate
58.41,56.6,46.1,2,47.56,68.98,Beginner
69.05,80.16,55.2,3,78.53,71.38,Intermediate
38.75,43.85,73.9,2,48.53,39.49,Beginner
68.57,81.5,43.9,2,45.73,76.36,Intermediate
56.26,45.12,17.5,3,46.32,56.65,Intermediate
79.71,79.44,95.9,3,62.2,76.0,Intermediate
83.75,70.81,35.1,2,78.2,86.69,Intermediate
99.0,97.16,33.8,2,100.0,97.98,Advanced
71.59,69.6,77.1,1,68.69,64.4,Intermediate
66.52,71.53,47.3,2,59.44,73.02,Intermediate
63.89,64.25,53.7,3,79.49,71.56,Intermediate
52.94,57.92,64.7,2,25.28,54.54,Beginner
66.77,72.4,76.7,3,81.61,69.68,Intermediate
54.09,71.33,48.3,2,47.56,60.59,Beginner
63.37,60.85,85.4,3,62.43,75.44,Intermediate
86.35,78.82,12.3,2,80.02,85.75,Intermediate
39.87,41.84,70.2,1,58.38,46.61,Beginner
82.8,76.38,38.2,2,68.03,87.56,Intermediate
86.34,98.2,82.4,1,86.48,90.71,Intermediate
57.64,55.37,57.8,1,63.97,59.26,Beginner
17.56,13.04,41.5,3,0.0,20.68,Beginner
47.84,44.07,68.3,1,36.8,47.24,Beginner
85.94,91.69,72.9,3,84.16,91.12,Intermediate
59.54,58.28,67.8,1,48.9,71.69,Beginner
40.01,34.88,34.4,1,30.23,39.91,Beginner
49.9,63.23,45.3,3,45.71,60.74,Beginner
76.81,69.96,54.9,2,84.61,76.7,Intermediate
70.93,71.22,54.2,2,66.82,73.92,Intermediate
55.22,60.44,70.0,2,68.16,67.9,Beginner
52.66,39.61,14.7,2,40.69,61.04,Beginner
52.16,56.01,61.7,3,37.14,50.54,Beginner
41.55,33.11,49.2,2,64.67,42.79,Beginner
92.31,98.89,38.2,2,84.41,100.0,Intermediate
53.55,45.85,40.2,3,37.82,60.12,Beginner
84.34,89.89,50.7,1,63.44,76.7,Intermediate
90.43,99.27,10.0,2,100.0,86.28,Advanced
79.97,86.86,41.0,3,75.87,87.79,Intermediate
51.37,53.38,37.5,2,48.32,61.22,Beginner
68.07,66.22,65.7,3,66.16,72.74,Intermediate
59.52,54.9,38.9,2,71.67,77.61,Intermediate
41.93,53.69,50.7,3,39.77,53.52,Beginner
66.49,60.89,85.8,3,94.62,69.71,Intermediate
36.42,28.12,74.9,1,38.02,34.61,Beginner
83.75,89.08,73.0,1,96.5,77.2,Intermediate
50.71,44.34,45.0,2,60.37,56.66,Beginner
64.02,56.42,65.9,2,63.59,63.97,Intermediate
65.67,54.12,50.3,1,58.62,76.45,Intermediate
54.82,50.96,51.1,1,58.81,65.23,Beginner
71.73,71.07,63.2,1,77.86,75.79,Intermediate
50.5,52.45,43.1,3,43.63,49.39,Beginner
77.43,85.04,84.9,2,79.42,75.2,Intermediate
33.08,37.3,51.8,2,47.91,45.97,Beginner
62.53,61.0,67.4,1,87.37,60.15,Intermediate
98.78,97.19,84.1,2,100.0,100.0,Advanced
39.99,44.07,75.6,1,62.35,45.64,Beginner
46.45,56.63,26.8,1,38.89,49.04,Beginner
70.28,71.29,63.9,3,78.7,70.44,Intermediate
63.59,59.84,72.0,3,79.65,67.94,Intermediate
67.01,59.07,72.8,1,56.26,68.79,Beginner
69.78,58.22,32.7,1,63.96,76.4,Intermediate
72.69,78.02,41.9,1,93.55,67.56,Intermediate
82.19,86.82,74.9,2,70.49,82.04,Intermediate
68.2,72.82,39.8,1,52.1,69.01,Intermediate
55.17,54.15,49.0,1,73.51,60.74,Beginner
73.45,84.71,86.5,1,87.81,68.12,Intermediate
98.0,94.12,54.0,3,100.0,92.26,Advanced
57.35,64.99,40.5,2,56.8,64.8,Beginner
40.51,40.2,37.4,2,35.25,36.16,Beginner
82.14,77.27,61.7,2,85.52,91.28,Intermediate
57.59,62.33,28.3,3,76.55,62.05,Intermediate
16.55,19.82,50.1,3,19.41,15.94,Beginner
76.95,79.8,61.7,1,100.0,73.91,Intermediate
49.29,49.94,81.0,1,38.52,53.62,Beginner
58.19,57.89,68.4,2,57.95,58.34,Beginner
66.64,85.75,40.7,1,62.16,67.43,Intermediate
63.81,73.28,78.6,2,50.79,71.15,Beginner
74.19,79.97,49.0,2,72.35,75.04,Intermediate
51.29,52.18,30.3,2,56.3,49.56,Beginner
70.26,78.32,51.6,1,76.55,68.85,Intermediate
54.81,58.95,83.8,2,80.85,66.91,Intermediate
74.78,74.99,58.3,3,80.35,88.9,Intermediate
72.31,69.88,55.3,1,86.11,60.4,Intermediate
41.29,40.64,87.7,2,42.08,52.53,Beginner
81.72,56.36,26.4,1,100.0,82.68,Intermediate
49.28,50.97,29.3,1,78.06,56.88,Beginner
76.16,72.25,22.7,2,82.53,74.77,Intermediate
67.35,80.09,62.5,1,55.43,57.35,Beginner
96.76,96.92,58.3,1,90.18,98.53,Intermediate
55.53,46.02,85.9,1,58.91,51.44,Beginner
53.01,52.61,59.9,2,58.49,48.44,Beginner
59.61,51.24,46.9,2,67.99,54.93,Intermediate
53.94,57.72,55.0,1,59.46,59.23,Beginner
76.0,78.33,57.4,2,76.08,78.76,Intermediate
27.67,35.34,21.6,1,20.04,36.15,Beginner
38.93,32.6,109.2,2,43.74,44.83,Beginner
38.64,38.92,65.4,2,60.9,41.03,Beginner
79.01,68.09,59.2,2,91.25,80.26,Intermediate
94.21,99.82,67.3,3,100.0,93.61,Advanced
57.91,62.06,69.2,3,70.27,62.02,Intermediate
56.62,60.59,52.2,1,52.17,52.29,Beginner
61.4,61.41,42.4,3,55.3,68.83,Intermediate
83.24,86.56,67.0,1,74.26,89.03,Intermediate
41.45,54.29,62.7,3,39.95,43.24,Beginner
64.77,62.49,38.8,1,59.7,73.27,Intermediate
79.5,80.61,83.4,2,94.0,81.82,Intermediate
70.02,61.33,60.9,1,64.32,71.87,Intermediate
63.79,56.85,69.6,1,54.16,54.49,Beginner
80.02,80.8,82.8,2,100.0,70.78,Intermediate
5.94,14.77,55.4,3,0.52,16.33,Beginner
73.56,71.51,61.3,2,75.4,80.41,Intermediate
46.92,45.03,71.2,2,52.33,47.14,Beginner
23.39,20.13,40.5,3,9.75,41.54,Beginner
70.22,65.95,56.1,1,85.05,75.02,Intermediate
87.47,89.83,57.5,1,95.12,81.03,Intermediate
57.25,45.27,35.9,1,75.95,58.86,Intermediate
79.06,89.31,101.4,2,70.91,92.59,Intermediate
92.25,86.92,26.9,1,93.44,83.41,Intermediate
86.3,92.07,29.0,1,86.77,88.56,Intermediate
92.8,82.64,81.3,1,95.97,89.44,Intermediate
74.84,80.19,69.3,1,57.39,79.1,Intermediate
61.51,66.88,34.5,3,62.84,74.19,Intermediate
27.96,31.03,67.1,1,10.84,29.41,Beginner
55.08,47.12,84.4,2,59.38,65.39,Beginner
43.14,45.13,54.4,2,17.59,61.01,Beginner
99.0,89.54,107.0,2,76.78,96.48,Intermediate
56.48,54.46,20.5,1,66.3,62.67,Intermediate
62.46,70.7,68.9,1,55.9,59.92,Beginner
71.03,77.4,78.3,1,59.18,71.46,Intermediate
60.87,60.99,72.8,2,76.12,62.94,Intermediate
93.9,86.1,50.9,1,97.83,97.17,Intermediate
47.55,52.71,49.2,2,58.01,58.97,Beginner
63.89,64.05,63.9,2,61.9,66.12,Intermediate
45.15,26.59,71.3,2,77.31,58.74,Beginner
33.6,39.86,67.0,2,26.35,48.09,Beginner
47.76,47.57,75.8,2,68.7,57.02,Beginner
59.26,68.88,34.6,3,58.52,61.42,Intermediate
51.41,42.65,50.4,1,31.56,49.63,Beginner
46.15,20.74,36.2,2,51.95,45.59,Beginner
31.87,34.11,47.3,3,35.65,45.02,Beginner
58.34,60.67,75.3,2,45.72,54.4,Beginner
29.91,16.38,57.2,1,18.84,37.57,Beginner
75.2,67.37,107.1,2,74.9,67.7,Intermediate
61.65,83.69,58.9,1,65.85,67.66,Beginner
30.85,28.4,56.2,1,1.2,34.48,Beginner
53.82,59.66,57.1,1,66.45,63.51,Beginner
44.96,39.75,42.2,1,39.02,54.21,Beginner
66.38,49.66,53.8,2,50.4,77.68,Intermediate
86.81,85.45,77.6,3,98.1,98.63,Intermediate
22.5,20.37,57.3,1,22.21,27.56,Beginner
62.3,59.1,39.1,3,76.89,60.36,Intermediate
56.8,55.88,36.5,3,62.05,55.94,Intermediate
73.43,75.54,46.0,3,73.41,65.03,Intermediate
64.26,63.06,56.5,3,62.43,62.62,Intermediate
44.96,34.85,78.9,2,50.75,49.78,Beginner
53.62,57.51,28.2,1,48.66,51.97,Beginner
44.08,28.48,48.6,2,33.85,47.47,Beginner
81.52,65.12,57.9,2,88.84,85.95,Intermediate
60.43,66.34,18.3,3,58.69,63.77,Intermediate
98.02,100.0,38.3,3,98.43,93.45,Advanced
58.79,58.33,41.4,2,71.86,61.76,Intermediate
45.83,34.67,39.1,1,44.47,42.77,Beginner
29.73,24.06,58.8,1,29.91,31.72,Beginner
23.94,21.84,51.8,1,16.74,36.08,Beginner
28.32,15.55,43.9,2,33.49,32.43,Beginner
65.34,59.43,63.6,2,69.54,78.74,Intermediate
70.17,75.39,89.5,3,80.98,83.15,Intermediate
28.38,39.79,87.8,2,21.43,30.63,Beginner
77.9,74.55,16.5,3,72.41,75.0,Intermediate
50.34,56.39,66.5,2,59.84,54.0,Beginner
62.94,47.62,51.4,3,65.96,74.82,Intermediate
92.24,97.52,58.1,1,81.37,87.92,Intermediate
77.94,71.51,47.0,3,93.62,87.15,Intermediate
54.63,57.09,57.4,2,34.25,65.51,Beginner
42.18,40.19,58.0,1,51.59,40.16,Beginner
16.96,27.53,43.4,1,1.78,17.55,Beginner
45.62,38.62,37.1,3,68.25,56.24,Intermediate
55.78,60.8,46.0,1,37.24,58.23,Beginner
40.26,38.02,59.7,2,54.08,40.92,Beginner
57.37,56.11,67.0,1,56.4,56.67,Beginner
61.54,60.07,72.1,2,57.14,64.19,Beginner
55.5,48.74,45.1,3,57.73,51.67,Intermediate
47.0,46.89,60.7,2,54.58,55.83,Beginner
63.37,62.87,74.3,2,52.52,63.43,Beginner
68.84,70.77,78.3,3,59.05,56.63,Intermediate
38.19,38.87,53.8,3,45.99,44.99,Beginner
88.22,94.6,50.6,3,67.73,86.71,Intermediate
58.03,65.42,58.8,2,51.02,71.52,Beginner
60.38,51.97,32.0,1,96.87,58.03,Intermediate
74.16,81.11,51.1,2,62.55,69.65,Intermediate
64.66,55.17,69.9,2,78.44,70.54,Intermediate
79.06,83.77,67.8,1,72.03,74.78,Intermediate
65.74,70.7,49.6,1,71.85,61.81,Intermediate
47.75,32.46,59.4,1,55.6,52.99,Beginner
67.23,67.97,38.5,2,80.78,63.61,Intermediate
37.13,33.38,69.1,3,34.72,35.41,Beginner
62.17,56.1,53.4,1,86.04,73.55,Intermediate
59.34,70.14,49.5,2,52.26,66.07,Beginner
55.84,50.61,47.8,3,58.65,59.79,Intermediate
57.43,50.98,53.7,1,60.37,58.81,Beginner
22.36,22.97,46.0,2,8.9,31.61,Beginner
49.03,54.51,68.2,3,45.6,60.94,Beginner
61.86,60.72,47.1,3,63.8,62.37,Intermediate
63.2,72.53,86.9,1,58.01,66.34,Beginner
39.45,43.69,84.3,1,68.74,39.25,Beginner
85.31,67.89,37.2,1,75.25,83.36,Intermediate
42.68,38.44,56.4,2,56.83,48.23,Beginner
79.39,74.89,42.0,2,89.67,81.0,Intermediate
68.54,72.38,48.5,2,68.38,75.47,Intermediate
47.08,26.08,95.0,1,36.69,52.23,Beginner
95.51,100.0,48.8,1,86.29,84.82,Intermediate
36.13,40.38,62.2,2,29.91,33.09,Beginner
78.38,79.57,65.8,2,56.95,77.89,Intermediate
80.01,89.46,35.0,2,67.97,92.58,Intermediate
46.59,65.34,37.9,2,28.8,45.75,Beginner
87.85,94.82,30.9,1,100.0,85.57,Intermediate
55.0,62.59,37.3,1,62.42,53.38,Beginner
65.77,66.82,10.0,1,75.21,63.19,Intermediate
65.21,64.07,65.9,1,72.27,67.06,Intermediate
57.31,53.51,96.1,1,59.32,67.13,Beginner
76.22,69.61,58.0,1,93.74,78.85,Intermediate
75.87,70.37,26.7,1,68.54,70.98,Intermediate
25.03,14.22,42.1,1,26.31,45.55,Beginner
86.09,85.48,45.8,2,95.05,87.67,Intermediate
26.75,13.27,34.6,1,10.9,27.15,Beginner
80.65,82.18,72.2,2,100.0,90.67,Intermediate
82.53,82.24,71.2,2,82.88,81.12,Intermediate
38.18,39.36,31.9,2,39.88,53.1,Beginner
51.78,47.61,69.5,3,66.87,52.42,Beginner
37.89,62.5,85.5,1,48.87,49.44,Beginner
55.7,66.58,93.1,2,56.16,60.45,Beginner
53.84,43.88,112.3,3,55.4,64.28,Beginner
75.59,77.46,37.0,3,57.54,90.96,Intermediate
86.21,81.34,111.5,1,79.53,75.51,Intermediate
87.91,79.8,47.9,1,94.12,94.54,Intermediate
48.76,38.04,43.2,1,54.08,42.4,Beginner
55.82,59.27,61.5,2,70.47,53.07,Intermediate
26.33,20.88,43.4,2,24.89,27.4,Beginner
43.88,51.63,63.0,1,27.24,49.39,Beginner
79.3,87.25,28.6,2,91.98,81.15,Intermediate
92.31,100.0,50.2,2,100.0,91.92,Advanced
35.31,28.49,80.7,2,46.09,41.37,Beginner
48.15,51.95,53.9,3,46.19,57.85,Beginner
59.47,64.53,57.8,3,72.0,68.72,Intermediate
65.6,61.81,64.5,1,100.0,72.92,Intermediate
43.81,37.63,78.4,2,45.19,59.22,Beginner
68.48,81.36,21.9,1,52.74,68.87,Intermediate
50.52,52.34,66.7,2,43.49,51.35,Beginner
59.71,64.8,49.6,3,67.22,68.62,Intermediate
70.93,64.35,58.3,3,51.67,68.39,Intermediate
60.13,50.37,76.2,2,62.16,59.25,Beginner
51.27,46.72,31.1,1,55.84,59.17,Beginner
57.81,56.82,34.7,1,76.23,58.44,Intermediate
58.23,49.72,16.3,2,73.96,54.32,Intermediate
52.6,52.52,44.0,1,62.97,45.45,Beginner
54.82,41.32,81.6,2,28.87,58.73,Beginner
91.97,83.01,52.6,1,100.0,97.47,Intermediate
71.22,76.59,28.2,1,79.68,78.29,Intermediate
54.09,58.92,45.3,1,57.16,56.43,Beginner
73.94,70.8,25.2,3,53.18,90.08,Intermediate
53.32,45.18,32.5,2,44.0,56.43,Beginner
83.46,75.24,62.8,1,69.46,81.95,Intermediate
67.39,64.41,31.5,1,43.21,52.6,Beginner
57.85,63.01,77.3,2,57.82,58.54,Beginner
68.95,76.38,53.6,1,59.38,74.55,Intermediate
28.58,24.61,56.7,2,60.09,43.68,Beginner
37.46,28.24,49.4,3,35.44,39.49,Beginner
36.12,38.26,70.5,2,51.65,44.01,Beginner
62.86,56.27,70.7,2,44.03,72.11,Beginner
94.65,90.5,61.7,2,88.29,95.15,Intermediate
99.0,100.0,66.3,3,100.0,87.38,Advanced
72.76,79.38,50.8,3,61.86,78.42,Intermediate
70.02,71.28,65.8,2,64.95,76.98,Intermediate
23.98,13.8,48.2,1,21.36,22.38,Beginner
49.15,50.84,55.0,2,46.34,51.69,Beginner
44.24,52.75,49.5,1,66.51,39.77,Beginner
47.58,44.58,45.9,2,52.12,36.36,Beginner
56.64,67.45,41.2,2,62.39,66.27,Intermediate
50.56,60.9,64.4,1,57.03,52.49,Beginner
20.41,33.72,81.2,1,27.77,34.37,Beginner
74.96,77.4,78.4,2,73.96,82.11,Intermediate
38.55,43.24,29.9,3,34.7,43.34,Beginner
64.78,76.1,80.8,2,66.79,67.1,Intermediate
99.0,100.0,48.6,2,100.0,100.0,Advanced
41.61,37.6,67.0,1,55.13,50.08,Beginner
9.39,5.81,36.9,2,6.51,18.58,Beginner
54.28,56.19,57.8,2,63.49,64.57,Beginner
82.02,71.69,61.3,2,79.68,81.68,Intermediate
99.0,97.85,25.3,1,99.41,91.1,Advanced
35.41,44.18,67.2,2,29.73,40.19,Beginner
69.93,52.4,81.9,1,67.75,71.57,Intermediate
50.69,62.97,51.5,1,66.79,45.43,Beginner
57.88,66.86,82.2,3,58.99,55.23,Beginner
99.0,95.32,51.2,1,100.0,99.76,Advanced
29.94,34.29,72.0,1,12.57,31.11,Beginner
65.07,65.1,10.6,2,61.36,66.87,Intermediate
69.35,79.19,103.4,3,66.46,68.65,Intermediate
81.72,89.58,84.9,2,71.77,92.3,Intermediate
61.96,50.76,49.3,2,62.22,72.57,Intermediate
66.16,70.86,15.6,3,61.01,63.44,Intermediate
52.17,50.52,60.8,1,53.13,50.8,Beginner
65.38,66.05,26.1,2,66.84,73.25,Intermediate
53.14,47.31,63.9,2,41.67,60.5,Beginner
72.43,86.42,63.2,3,67.65,76.39,Intermediate
52.61,60.93,36.2,1,53.54,47.57,Beginner
67.54,61.62,77.4,1,81.75,64.04,Intermediate
59.41,48.74,71.1,2,62.5,59.56,Beginner
82.52,79.44,74.5,2,74.58,85.58,Intermediate
58.97,62.45,55.2,2,63.76,72.48,Intermediate
24.54,26.46,26.7,2,45.03,26.45,Beginner
85.24,95.26,74.6,1,96.24,78.26,Intermediate
41.89,48.2,49.6,2,48.46,45.88,Beginner
46.92,54.68,27.2,2,55.63,57.36,Beginner
48.09,50.7,82.0,3,65.37,45.56,Beginner
87.49,76.37,97.0,1,100.0,95.21,Intermediate
17.29,15.72,54.2,3,24.09,24.87,Beginner
99.0,100.0,98.2,2,100.0,94.67,Advanced
81.12,80.71,56.8,1,68.14,71.03,Intermediate
64.46,68.49,47.4,2,46.44,71.55,Intermediate
58.9,56.35,42.4,1,60.79,59.16,Beginner
65.71,57.47,87.7,3,66.54,71.48,Intermediate
70.42,69.44,39.4,3,63.9,69.38,Intermediate
72.9,75.38,69.7,1,82.81,71.16,Intermediate
71.11,65.87,43.8,1,48.76,68.5,Intermediate
61.79,59.91,45.8,2,55.37,64.24,Intermediate
56.05,48.54,75.6,2,50.23,55.55,Beginner
56.97,65.93,47.4,2,37.34,51.21,Beginner
56.1,53.75,46.9,1,74.04,73.98,Beginner
82.68,94.3,77.7,2,66.36,75.88,Intermediate
71.87,84.1,86.9,1,64.81,73.21,Intermediate
5.0,4.35,67.9,3,15.9,3.97,Beginner
73.12,65.05,41.9,3,80.87,65.29,Intermediate
63.89,47.21,44.8,2,50.6,67.37,Intermediate
59.63,47.85,56.6,3,67.82,65.9,Intermediate
52.23,41.24,61.4,1,55.71,61.62,Beginner
82.48,93.51,35.2,1,100.0,84.28,Intermediate
78.95,79.88,69.5,2,83.8,79.74,Intermediate
44.54,47.66,56.7,2,42.85,43.28,Beginner
68.14,50.38,20.7,2,57.86,79.68,Intermediate
40.57,30.98,36.4,3,31.64,52.89,Beginner
32.41,39.5,44.9,3,22.5,32.34,Beginner
47.47,49.76,53.5,2,63.92,51.9,Beginner
77.25,76.07,92.8,3,77.46,81.93,Intermediate
79.06,83.58,59.8,1,85.85,76.66,Intermediate
70.26,83.35,38.2,1,88.43,75.27,Intermediate
74.5,72.73,59.4,2,46.2,81.53,Intermediate
70.32,70.88,48.0,2,85.67,71.55,Intermediate
47.17,48.71,61.5,2,47.84,49.71,Beginner
68.64,87.78,66.6,1,73.86,78.14,Intermediate
76.01,59.21,79.2,2,66.07,83.52,Intermediate
75.09,80.55,54.5,1,66.02,75.51,Intermediate
83.78,82.86,87.8,2,89.64,75.3,Intermediate
74.17,78.7,73.2,1,100.0,76.3,Intermediate
67.03,61.77,40.9,1,79.07,71.86,Intermediate
81.4,81.01,99.2,1,96.59,64.36,Intermediate
59.47,65.16,61.5,1,57.17,62.22,Beginner
42.36,67.27,38.3,3,35.16,46.47,Beginner
56.74,63.2,88.1,1,47.37,56.87,Beginner
45.1,38.32,96.6,1,39.24,42.05,Beginner
46.5,43.11,54.3,2,21.86,49.89,Beginner
57.11,53.48,44.9,2,48.41,68.89,Beginner
44.15,29.79,51.6,1,37.43,43.94,Beginner
53.84,51.2,69.3,1,51.74,61.33,Beginner
22.13,27.99,80.6,3,23.71,25.52,Beginner
64.27,54.07,66.4,2,68.62,71.68,Intermediate
60.02,68.41,57.0,2,59.85,63.23,Intermediate
43.66,47.56,85.0,2,36.68,50.28,Beginner
73.18,67.31,48.7,1,49.62,73.37,Intermediate
78.75,77.62,75.6,1,71.85,82.3,Intermediate
27.85,40.64,49.2,2,16.18,18.22,Beginner
44.75,50.61,63.6,3,50.34,42.65,Beginner
44.62,44.69,52.7,1,55.53,49.55,Beginner
41.2,39.3,53.9,3,52.46,35.64,Beginner
76.59,77.2,47.5,1,85.67,73.28,Intermediate
56.12,52.03,81.9,1,54.52,57.31,Beginner
54.71,37.87,40.3,1,48.45,51.36,Beginner
19.92,36.26,40.2,1,10.96,20.18,Beginner
72.71,73.95,97.4,3,54.62,78.52,Intermediate
35.21,38.4,74.6,2,47.12,46.45,Beginner
61.2,60.74,10.0,1,59.1,56.55,Intermediate
65.55,59.67,43.7,3,50.59,66.85,Intermediate
87.21,85.73,18.8,3,77.3,85.85,Advanced
33.82,21.03,36.0,3,23.42,26.59,Beginner
5.0,23.22,10.0,3,5.52,15.45,Beginner
63.68,53.8,52.3,1,76.49,70.19,Intermediate
96.01,87.75,32.2,3,91.83,100.0,Advanced
84.78,81.26,56.2,2,57.75,80.77,Intermediate
64.19,74.5,22.5,3,61.92,61.55,Intermediate
50.17,50.28,56.7,3,48.29,56.28,Beginner
76.14,66.25,46.7,1,73.44,81.03,Intermediate
